date,M2SL,STLFSI4,BTC,GOLD
1970-10-01,616.4,,,
1970-11-01,621.1,,,
1970-12-01,626.5,,,
1971-01-01,632.9,,,
1971-02-01,641.0,,,
1971-03-01,649.9,,,
1971-04-01,658.4,,,
1971-05-01,666.7,,,
1971-06-01,673.0,,,
1971-07-01,679.6,,,
1971-08-01,685.5,,,
1971-09-01,692.5,,,
1971-10-01,698.4,,,
1971-11-01,704.6,,,
1971-12-01,710.3,,,
1972-01-01,717.7,,,
1972-02-01,725.7,,,
1972-03-01,733.5,,,
1972-04-01,738.4,,,
1972-05-01,743.3,,,
1972-06-01,749.7,,,
1972-07-01,759.5,,,
1972-08-01,768.7,,,
1972-09-01,778.3,,,
1972-10-01,786.9,,,
1972-11-01,793.9,,,
1972-12-01,802.3,,,
1973-01-01,810.3,,,
1973-02-01,814.1,,,
1973-03-01,815.3,,,
1973-04-01,819.7,,,
1973-05-01,826.8,,,
1973-06-01,833.3,,,
1973-07-01,836.5,,,
1973-08-01,838.8,,,
1973-09-01,839.3,,,
1973-10-01,842.6,,,
1973-11-01,848.9,,,
1973-12-01,855.5,,,
1974-01-01,859.7,,,
1974-02-01,864.2,,,
1974-03-01,870.1,,,
1974-04-01,872.9,,,
1974-05-01,874.6,,,
1974-06-01,877.8,,,
1974-07-01,881.4,,,
1974-08-01,884.1,,,
1974-09-01,887.9,,,
1974-10-01,893.3,,,
1974-11-01,898.6,,,
1974-12-01,902.1,,,
1975-01-01,906.3,,,
1975-02-01,914.1,,,
1975-03-01,925.0,,,
1975-04-01,935.1,,,
1975-05-01,947.9,,,
1975-06-01,963.0,,,
1975-07-01,975.1,,,
1975-08-01,983.1,,,
1975-09-01,991.5,,,
1975-10-01,997.8,,,
1975-11-01,1006.9,,,
1975-12-01,1016.2,,,
1976-01-01,1026.6,,,
1976-02-01,1040.3,,,
1976-03-01,1050.0,,,
1976-04-01,1060.8,,,
1976-05-01,1072.1,,,
1976-06-01,1077.6,,,
1976-07-01,1086.3,,,
1976-08-01,1098.7,,,
1976-09-01,1110.8,,,
1976-10-01,1125.0,,,
1976-11-01,1138.2,,,
1976-12-01,1152.0,,,
1977-01-01,1165.2,,,
1977-02-01,1177.6,,,
1977-03-01,1188.5,,,
1977-04-01,1199.6,,,
1977-05-01,1209.0,,,
1977-06-01,1217.8,,,
1977-07-01,1226.7,,,
1977-08-01,1237.0,,,
1977-09-01,1246.2,,,
1977-10-01,1254.0,,,
1977-11-01,1262.4,,,
1977-12-01,1270.3,,,
1978-01-01,1279.7,,,
1978-02-01,1285.5,,,
1978-03-01,1292.2,,,
1978-04-01,1300.4,,,
1978-05-01,1310.5,,,
1978-06-01,1318.5,,,
1978-07-01,1324.1,,,
1978-08-01,1333.5,,,
1978-09-01,1345.0,,,
1978-10-01,1352.3,,,
1978-11-01,1359.1,,,
1978-12-01,1366.0,,,
1979-01-01,1371.6,,,
1979-02-01,1377.8,,,
1979-03-01,1387.8,,,
1979-04-01,1402.1,,,
1979-05-01,1410.2,,,
1979-06-01,1423.0,,,
1979-07-01,1434.8,,,
1979-08-01,1446.6,,,
1979-09-01,1454.1,,,
1979-10-01,1460.4,,,
1979-11-01,1465.9,,,
1979-12-01,1473.7,,,
1980-01-01,1482.7,,,
1980-02-01,1494.6,,,
1980-03-01,1499.8,,,
1980-04-01,1502.2,,,
1980-05-01,1512.3,,,
1980-06-01,1529.2,,,
1980-07-01,1545.5,,,
1980-08-01,1561.5,,,
1980-09-01,1574.0,,,
1980-10-01,1584.8,,,
1980-11-01,1595.8,,,
1980-12-01,1599.8,,,
1981-01-01,1606.9,,,
1981-02-01,1618.7,,,
1981-03-01,1636.6,,,
1981-04-01,1659.2,,,
1981-05-01,1664.2,,,
1981-06-01,1670.3,,,
1981-07-01,1681.9,,,
1981-08-01,1694.3,,,
1981-09-01,1706.0,,,
1981-10-01,1721.8,,,
1981-11-01,1736.1,,,
1981-12-01,1755.5,,,
1982-01-01,1770.4,,,
1982-02-01,1774.5,,,
1982-03-01,1786.5,,,
1982-04-01,1803.9,,,
1982-05-01,1815.4,,,
1982-06-01,1826.0,,,
1982-07-01,1831.5,,,
1982-08-01,1845.2,,,
1982-09-01,1858.4,,,
1982-10-01,1869.7,,,
1982-11-01,1883.7,,,
1982-12-01,1905.9,,,
1983-01-01,1959.4,,,
1983-02-01,1996.8,,,
1983-03-01,2015.2,,,
1983-04-01,2028.6,,,
1983-05-01,2043.1,,,
1983-06-01,2053.5,,,
1983-07-01,2064.8,,,
1983-08-01,2074.0,,,
1983-09-01,2083.2,,,
1983-10-01,2099.2,,,
1983-11-01,2112.3,,,
1983-12-01,2123.5,,,
1984-01-01,2138.2,,,
1984-02-01,2158.2,,,
1984-03-01,2175.2,,,
1984-04-01,2191.7,,,
1984-05-01,2204.1,,,
1984-06-01,2215.1,,,
1984-07-01,2223.5,,,
1984-08-01,2230.4,,,
1984-09-01,2244.4,,,
1984-10-01,2258.9,,,
1984-11-01,2281.4,,,
1984-12-01,2306.4,,,
1985-01-01,2332.4,,,
1985-02-01,2354.1,,,
1985-03-01,2366.2,,,
1985-04-01,2375.4,,,
1985-05-01,2389.5,,,
1985-06-01,2412.6,,,
1985-07-01,2429.5,,,
1985-08-01,2444.0,,,
1985-09-01,2456.4,,,
1985-10-01,2468.0,,,
1985-11-01,2477.8,,,
1985-12-01,2492.1,,,
1986-01-01,2502.1,,,
1986-02-01,2512.9,,,
1986-03-01,2533.1,,,
1986-04-01,2557.8,,,
1986-05-01,2584.8,,,
1986-06-01,2605.0,,,
1986-07-01,2626.6,,,
1986-08-01,2646.5,,,
1986-09-01,2667.8,,,
1986-10-01,2687.4,,,
1986-11-01,2701.3,,,
1986-12-01,2728.0,,,
1987-01-01,2743.9,,,
1987-02-01,2747.5,,,
1987-03-01,2753.7,,,
1987-04-01,2767.7,,,
1987-05-01,2772.9,,,
1987-06-01,2774.6,,,
1987-07-01,2779.0,,,
1987-08-01,2788.2,,,
1987-09-01,2799.5,,,
1987-10-01,2814.8,,,
1987-11-01,2818.9,,,
1987-12-01,2826.4,,,
1988-01-01,2847.4,,,
